14
0, 380, 130, 269, 691, 937, 422, 764, 837, 496, 384, 698, 655, 583
380, 0, 358, 138, 402, 622, 74, 385, 614, 124, 337, 563, 392, 287
130, 358, 0, 223, 724, 963, 378, 726, 897, 482, 468, 779, 696, 501
269, 138, 223, 0, 531, 758, 156, 505, 730, 262, 376, 651, 514, 320
691, 402, 724, 531, 0, 247, 439, 395, 234, 304, 372, 299, 58, 583
937, 622, 963, 758, 247, 0, 642, 456, 264, 506, 614, 446, 293, 734
422, 74, 378, 156, 439, 642, 0, 348, 662, 137, 412, 626, 438, 212
764, 385, 726, 505, 395, 456, 348, 0, 614, 281, 626, 687, 437, 319
837, 614, 897, 730, 234, 264, 662, 614, 0, 531, 463, 202, 223, 817
496, 124, 482, 262, 304, 506, 137, 281, 531, 0, 364, 518, 309, 297
384, 337, 468, 376, 372, 614, 412, 626, 463, 364, 0, 313, 320, 624
698, 563, 779, 651, 299, 446, 626, 687, 202, 518, 313, 0, 250, 816
655, 392, 696, 514, 58, 293, 438, 437, 223, 309, 320, 250, 0, 599
583, 287, 501, 320, 583, 734, 212, 319, 817, 297, 624, 816, 599, 0
