11
0, 1033, 512, 638, 333, 779, 564, 467, 776, 190, 415
1033, 0, 591, 792, 700, 362, 843, 636, 914, 1146, 773
512, 591, 0, 303, 247, 273, 669, 387, 475, 576, 496
638, 792, 303, 0, 505, 430, 952, 681, 174, 607, 771
333, 700, 247, 505, 0, 474, 450, 204, 676, 466, 266
779, 362, 273, 430, 474, 0, 800, 522, 559, 850, 661
564, 843, 669, 952, 450, 800, 0, 286, 1125, 754, 185
467, 636, 387, 681, 204, 522, 286, 0, 855, 634, 142
776, 914, 475, 174, 676, 559, 1125, 855, 0, 711, 943
190, 1146, 576, 607, 466, 850, 754, 634, 711, 0, 600
415, 773, 496, 771, 266, 661, 185, 142, 943, 600, 0
