12
0, 875, 298, 701, 704, 667, 255, 630, 328, 733, 77, 195
875, 0, 1137, 499, 207, 702, 734, 254, 991, 794, 806, 808
298, 1137, 0, 860, 948, 954, 548, 905, 247, 786, 376, 337
701, 499, 860, 0, 318, 940, 721, 461, 643, 295, 666, 538
704, 207, 948, 318, 0, 693, 607, 177, 789, 606, 641, 614
667, 702, 954, 940, 693, 0, 412, 515, 971, 1151, 598, 772
255, 734, 548, 721, 607, 412, 0, 479, 565, 847, 186, 377
630, 254, 905, 461, 177, 515, 479, 0, 788, 725, 557, 589
328, 991, 247, 643, 789, 971, 565, 788, 0, 539, 380, 209
733, 794, 786, 295, 606, 1151, 847, 725, 539, 0, 730, 539
77, 806, 376, 666, 641, 598, 186, 557, 380, 730, 0, 209
195, 808, 337, 538, 614, 772, 377, 589, 209, 539, 209, 0
