11
0, 462, 364, 829, 345, 138, 576, 343, 408, 438, 83
462, 0, 203, 869, 385, 325, 270, 690, 683, 801, 466
364, 203, 0, 984, 456, 257, 458, 669, 695, 776, 403
829, 869, 984, 0, 533, 797, 653, 597, 487, 616, 747
345, 385, 456, 533, 0, 272, 313, 356, 315, 460, 279
138, 325, 257, 797, 272, 0, 449, 411, 444, 518, 149
576, 270, 458, 653, 313, 449, 0, 669, 620, 772, 540
343, 690, 669, 597, 356, 411, 669, 0, 110, 111, 274
408, 683, 695, 487, 315, 444, 620, 110, 0, 166, 328
438, 801, 776, 616, 460, 518, 772, 111, 166, 0, 376
83, 466, 403, 747, 279, 149, 540, 274, 328, 376, 0
