13
0, 507, 446, 352, 441, 461, 480, 601, 509, 428, 354, 568, 543
507, 0, 142, 179, 633, 792, 210, 667, 989, 783, 477, 998, 455
446, 142, 0, 97, 674, 664, 79, 741, 951, 660, 342, 984, 550
352, 179, 97, 0, 590, 616, 155, 672, 854, 605, 312, 887, 497
441, 633, 674, 590, 0, 896, 745, 183, 548, 860, 764, 460, 290
461, 792, 664, 616, 896, 0, 637, 1061, 727, 44, 327, 868, 990
480, 210, 79, 155, 745, 637, 0, 818, 989, 638, 310, 1034, 629
601, 667, 741, 672, 183, 1061, 818, 0, 717, 1027, 895, 606, 227
509, 989, 951, 854, 548, 727, 989, 717, 0, 683, 817, 175, 820
428, 783, 660, 605, 860, 44, 638, 1027, 683, 0, 330, 824, 963
354, 477, 342, 312, 764, 327, 310, 895, 817, 330, 0, 909, 766
568, 998, 984, 887, 460, 868, 1034, 606, 175, 824, 909, 0, 749
543, 455, 550, 497, 290, 990, 629, 227, 820, 963, 766, 749, 0
