12
0, 682, 1101, 1309, 768, 866, 458, 875, 835, 741, 125, 777
682, 0, 421, 628, 528, 395, 228, 245, 555, 246, 650, 455
1101, 421, 0, 242, 784, 454, 642, 264, 776, 440, 1071, 696
1309, 628, 242, 0, 868, 692, 856, 506, 841, 681, 1266, 782
768, 528, 784, 868, 0, 923, 561, 745, 67, 772, 660, 88
866, 395, 454, 692, 923, 0, 474, 227, 949, 158, 889, 850
458, 228, 642, 856, 561, 474, 0, 424, 610, 322, 441, 517
875, 245, 264, 506, 745, 227, 424, 0, 760, 175, 865, 664
835, 555, 776, 841, 67, 949, 610, 760, 0, 802, 727, 99
741, 246, 440, 681, 772, 158, 322, 175, 802, 0, 750, 702
125, 650, 1071, 1266, 660, 889, 441, 865, 727, 750, 0, 677
777, 455, 696, 782, 88, 850, 517, 664, 99, 702, 677, 0
