12
0, 218, 388, 451, 571, 422, 904, 660, 204, 671, 410, 143
218, 0, 329, 307, 395, 634, 785, 539, 82, 727, 288, 237
388, 329, 0, 163, 296, 647, 521, 285, 406, 436, 112, 259
451, 307, 163, 0, 139, 780, 477, 233, 388, 583, 54, 357
571, 395, 296, 139, 0, 918, 426, 218, 471, 687, 193, 491
422, 634, 647, 780, 918, 0, 1138, 926, 626, 644, 727, 433
904, 785, 521, 477, 426, 1138, 0, 246, 866, 643, 503, 781
660, 539, 285, 233, 218, 926, 246, 0, 621, 541, 256, 542
204, 82, 406, 388, 471, 626, 866, 621, 0, 788, 370, 272
671, 727, 436, 583, 687, 644, 643, 541, 788, 0, 542, 535
410, 288, 112, 54, 193, 727, 503, 256, 370, 542, 0, 307
143, 237, 259, 357, 491, 433, 781, 542, 272, 535, 307, 0
