12
0, 215, 396, 470, 247, 322, 1046, 656, 574, 563, 940, 701
215, 0, 341, 255, 139, 216, 847, 444, 360, 564, 729, 496
396, 341, 0, 430, 202, 131, 1047, 621, 471, 233, 878, 501
470, 255, 430, 0, 298, 312, 627, 203, 112, 660, 484, 272
247, 139, 202, 298, 0, 83, 923, 501, 378, 426, 780, 475
322, 216, 131, 312, 83, 0, 937, 511, 371, 365, 780, 439
1046, 847, 1047, 627, 923, 937, 0, 426, 577, 1265, 209, 617
656, 444, 621, 203, 501, 511, 426, 0, 159, 843, 284, 272
574, 360, 471, 112, 378, 371, 577, 159, 0, 687, 409, 168
563, 564, 233, 660, 426, 365, 1265, 843, 687, 0, 1085, 683
940, 729, 878, 484, 780, 780, 209, 284, 409, 1085, 0, 418
701, 496, 501, 272, 475, 439, 617, 272, 168, 683, 418, 0
