11
0, 1085, 292, 883, 659, 381, 78, 360, 577, 269, 888
1085, 0, 898, 818, 543, 748, 1098, 901, 769, 823, 356
292, 898, 0, 939, 400, 152, 253, 482, 285, 155, 792
883, 818, 939, 0, 912, 837, 949, 524, 1060, 784, 464
659, 543, 400, 912, 0, 277, 642, 657, 227, 397, 577
381, 748, 152, 837, 277, 0, 368, 444, 255, 126, 646
78, 1098, 253, 949, 642, 368, 0, 428, 536, 274, 924
360, 901, 482, 524, 657, 444, 428, 0, 699, 337, 620
577, 769, 285, 1060, 227, 255, 536, 699, 0, 372, 783
269, 823, 155, 784, 397, 126, 274, 337, 372, 0, 667
888, 356, 792, 464, 577, 646, 924, 620, 783, 667, 0
