12
0, 972, 468, 436, 302, 739, 406, 700, 983, 632, 877, 634
972, 0, 524, 794, 735, 585, 703, 272, 145, 340, 239, 791
468, 524, 0, 492, 332, 561, 209, 257, 516, 205, 501, 422
436, 794, 492, 0, 187, 344, 608, 570, 868, 506, 609, 871
302, 735, 332, 187, 0, 437, 422, 477, 780, 407, 599, 686
739, 585, 561, 344, 437, 0, 751, 469, 702, 438, 353, 983
406, 703, 209, 608, 422, 751, 0, 453, 665, 410, 708, 265
700, 272, 257, 570, 477, 469, 453, 0, 303, 70, 268, 599
983, 145, 516, 868, 780, 702, 665, 303, 0, 373, 372, 705
632, 340, 205, 506, 407, 438, 410, 70, 373, 0, 297, 583
877, 239, 501, 609, 599, 353, 708, 268, 372, 297, 0, 867
634, 791, 422, 871, 686, 983, 265, 599, 705, 583, 867, 0
