11
0, 865, 764, 633, 666, 258, 585, 998, 942, 714, 517
865, 0, 1096, 324, 273, 612, 912, 772, 339, 1161, 643
764, 1096, 0, 775, 825, 828, 207, 588, 907, 137, 465
633, 324, 775, 0, 50, 424, 588, 557, 312, 837, 318
666, 273, 825, 50, 0, 446, 639, 582, 291, 888, 369
258, 612, 828, 424, 446, 0, 623, 893, 735, 820, 441
585, 912, 207, 588, 639, 623, 0, 544, 764, 249, 270
998, 772, 588, 557, 582, 893, 544, 0, 460, 717, 481
942, 339, 907, 312, 291, 735, 764, 460, 0, 1004, 533
714, 1161, 137, 837, 888, 820, 249, 717, 1004, 0, 518
517, 643, 465, 318, 369, 441, 270, 481, 533, 518, 0
