11
0, 448, 704, 587, 551, 457, 274, 396, 186, 332, 541
448, 0, 819, 796, 175, 630, 713, 622, 321, 323, 412
704, 819, 0, 178, 741, 247, 677, 1100, 601, 964, 448
587, 796, 178, 0, 756, 166, 514, 976, 526, 882, 492
551, 175, 741, 756, 0, 596, 791, 786, 383, 494, 298
457, 630, 247, 166, 596, 0, 457, 853, 368, 728, 350
274, 713, 677, 514, 791, 457, 0, 536, 408, 591, 694
396, 622, 1100, 976, 786, 853, 536, 0, 540, 306, 890
186, 321, 601, 526, 383, 368, 408, 540, 0, 362, 359
332, 323, 964, 882, 494, 728, 591, 306, 362, 0, 654
541, 412, 448, 492, 298, 350, 694, 890, 359, 654, 0
