11
0, 111, 546, 712, 423, 303, 235, 504, 452, 477, 427
111, 0, 580, 819, 409, 414, 283, 602, 561, 582, 536
546, 580, 0, 926, 260, 607, 310, 416, 537, 773, 541
712, 819, 926, 0, 1001, 413, 759, 524, 388, 238, 387
423, 409, 260, 1001, 0, 613, 246, 563, 631, 802, 622
303, 414, 607, 413, 613, 0, 367, 332, 204, 190, 175
235, 283, 310, 759, 246, 367, 0, 377, 404, 556, 390
504, 602, 416, 524, 563, 332, 377, 0, 157, 426, 176
452, 561, 537, 388, 631, 204, 404, 157, 0, 269, 29
477, 582, 773, 238, 802, 190, 556, 426, 269, 0, 251
427, 536, 541, 387, 622, 175, 390, 176, 29, 251, 0
