13
0, 548, 881, 1047, 894, 370, 714, 246, 534, 839, 419, 654, 226
548, 0, 393, 499, 393, 523, 524, 400, 437, 301, 337, 129, 397
881, 393, 0, 293, 32, 695, 437, 784, 499, 162, 510, 395, 778
1047, 499, 293, 0, 261, 940, 728, 889, 766, 218, 744, 419, 890
894, 393, 32, 261, 0, 719, 468, 789, 526, 140, 531, 385, 783
370, 523, 695, 940, 719, 0, 384, 504, 217, 723, 198, 653, 481
714, 524, 437, 728, 468, 384, 0, 750, 180, 543, 306, 624, 732
246, 400, 784, 889, 789, 504, 750, 0, 586, 701, 447, 472, 23
534, 437, 499, 766, 526, 217, 180, 586, 0, 556, 140, 558, 566
839, 301, 162, 218, 140, 723, 543, 701, 556, 0, 526, 260, 699
419, 337, 510, 744, 531, 198, 306, 447, 140, 526, 0, 465, 427
654, 129, 395, 419, 385, 653, 624, 472, 558, 260, 465, 0, 475
226, 397, 778, 890, 783, 481, 732, 23, 566, 699, 427, 475, 0
