14
0, 192, 381, 447, 523, 410, 112, 565, 687, 614, 634, 958, 298, 232
192, 0, 461, 631, 715, 585, 272, 727, 857, 806, 822, 1123, 295, 238
381, 461, 0, 404, 587, 639, 466, 371, 892, 674, 751, 736, 678, 611
447, 631, 404, 0, 195, 362, 433, 191, 543, 273, 364, 533, 679, 628
523, 715, 587, 195, 0, 253, 466, 362, 356, 93, 168, 606, 681, 645
410, 585, 639, 362, 253, 0, 312, 553, 277, 303, 263, 854, 465, 446
112, 272, 466, 433, 466, 312, 0, 581, 586, 551, 555, 962, 251, 195
565, 727, 371, 191, 362, 553, 581, 0, 719, 416, 523, 396, 832, 775
687, 857, 892, 543, 356, 277, 586, 719, 0, 325, 213, 917, 691, 689
614, 806, 674, 273, 93, 303, 551, 416, 325, 0, 113, 597, 754, 723
634, 822, 751, 364, 168, 263, 555, 523, 213, 113, 0, 705, 729, 707
958, 1123, 736, 533, 606, 854, 962, 396, 917, 597, 705, 0, 1211, 1158
298, 295, 678, 679, 681, 465, 251, 832, 691, 754, 729, 1211, 0, 67
232, 238, 611, 628, 645, 446, 195, 775, 689, 723, 707, 1158, 67, 0
