15
0, 946, 908, 160, 335, 701, 644, 711, 1016, 229, 1145, 246, 1147, 208, 412
946, 0, 133, 1074, 615, 255, 599, 436, 160, 725, 227, 716, 243, 741, 564
908, 133, 0, 1047, 592, 210, 660, 507, 293, 680, 342, 696, 364, 712, 561
160, 1074, 1047, 0, 459, 838, 694, 791, 1129, 380, 1263, 357, 1261, 335, 518
335, 615, 592, 459, 0, 382, 395, 406, 681, 148, 810, 103, 811, 127, 96
701, 255, 210, 838, 382, 0, 505, 378, 372, 475, 476, 486, 487, 503, 355
644, 599, 660, 694, 395, 505, 0, 165, 563, 535, 697, 421, 682, 473, 303
711, 436, 507, 791, 406, 378, 165, 0, 399, 554, 534, 468, 522, 515, 311
1016, 160, 293, 1129, 681, 372, 563, 399, 0, 808, 137, 775, 131, 808, 611
229, 725, 680, 380, 148, 475, 535, 554, 808, 0, 932, 133, 936, 90, 244
1145, 227, 342, 1263, 810, 476, 697, 534, 137, 932, 0, 906, 32, 938, 745
246, 716, 696, 357, 103, 486, 421, 468, 775, 133, 906, 0, 906, 52, 166
1147, 243, 364, 1261, 811, 487, 682, 522, 131, 936, 32, 906, 0, 939, 743
208, 741, 712, 335, 127, 503, 473, 515, 808, 90, 938, 52, 939, 0, 207
412, 564, 561, 518, 96, 355, 303, 311, 611, 244, 745, 166, 743, 207, 0
