15
0, 406, 211, 540, 755, 645, 412, 580, 593, 683, 415, 530, 275, 610, 416
406, 0, 510, 154, 546, 770, 226, 463, 253, 707, 667, 655, 613, 788, 26
211, 510, 0, 662, 682, 445, 411, 488, 618, 512, 203, 337, 105, 400, 509
540, 154, 662, 0, 621, 916, 359, 578, 295, 840, 822, 804, 764, 939, 163
755, 546, 682, 621, 0, 561, 363, 195, 327, 398, 683, 515, 768, 644, 520
645, 770, 445, 916, 561, 0, 559, 411, 721, 175, 279, 120, 452, 100, 754
412, 226, 411, 359, 363, 559, 0, 240, 207, 482, 512, 452, 515, 592, 205
580, 463, 488, 578, 195, 411, 240, 0, 326, 280, 491, 340, 573, 479, 440
593, 253, 618, 295, 327, 721, 207, 326, 0, 606, 715, 627, 722, 770, 228
683, 707, 512, 840, 398, 175, 482, 280, 606, 0, 399, 193, 551, 272, 688
415, 667, 203, 822, 683, 279, 512, 491, 715, 399, 0, 205, 177, 209, 660
530, 655, 337, 804, 515, 120, 452, 340, 627, 193, 205, 0, 362, 143, 641
275, 613, 105, 764, 768, 452, 515, 573, 722, 551, 177, 362, 0, 386, 613
610, 788, 400, 939, 644, 100, 592, 479, 770, 272, 209, 143, 386, 0, 776
416, 26, 509, 163, 520, 754, 205, 440, 228, 688, 660, 641, 613, 776, 0
