13
0, 613, 896, 1055, 283, 423, 92, 692, 1061, 500, 957, 517, 216
613, 0, 534, 575, 360, 569, 526, 372, 587, 757, 973, 630, 538
896, 534, 0, 220, 629, 558, 845, 208, 218, 686, 595, 529, 705
1055, 575, 220, 0, 774, 760, 991, 372, 14, 901, 796, 742, 882
283, 360, 629, 774, 0, 294, 217, 421, 782, 461, 820, 386, 182
423, 569, 558, 760, 294, 0, 420, 396, 762, 188, 544, 98, 207
92, 526, 845, 991, 217, 420, 0, 638, 999, 529, 964, 518, 217
692, 372, 208, 372, 421, 396, 638, 0, 377, 556, 622, 397, 510
1061, 587, 218, 14, 782, 762, 999, 377, 0, 901, 789, 743, 887
500, 757, 686, 901, 461, 188, 529, 556, 901, 0, 480, 159, 317
957, 973, 595, 796, 820, 544, 964, 622, 789, 480, 0, 446, 748
517, 630, 529, 742, 386, 98, 518, 397, 743, 159, 446, 0, 303
216, 538, 705, 882, 182, 207, 217, 510, 887, 317, 748, 303, 0
