14
0, 414, 783, 205, 171, 792, 693, 367, 466, 644, 225, 632, 685, 314
414, 0, 629, 439, 441, 673, 807, 186, 757, 881, 394, 733, 456, 620
783, 629, 0, 613, 922, 68, 473, 805, 724, 699, 923, 429, 192, 698
205, 439, 613, 0, 376, 611, 489, 477, 322, 472, 418, 427, 551, 181
171, 441, 922, 376, 0, 938, 864, 320, 625, 808, 82, 803, 801, 476
792, 673, 68, 611, 938, 0, 418, 843, 691, 651, 945, 379, 253, 679
693, 807, 473, 489, 864, 418, 0, 919, 359, 247, 907, 74, 580, 433
367, 186, 805, 477, 320, 843, 919, 0, 796, 948, 251, 846, 638, 646
466, 757, 724, 322, 625, 691, 359, 796, 0, 191, 690, 342, 746, 152
644, 881, 699, 472, 808, 651, 247, 948, 191, 0, 869, 271, 769, 332
225, 394, 923, 418, 82, 945, 907, 251, 690, 869, 0, 842, 789, 539
632, 733, 429, 427, 803, 379, 74, 846, 342, 271, 842, 0, 518, 391
685, 456, 192, 551, 801, 253, 580, 638, 746, 769, 789, 518, 0, 680
314, 620, 698, 181, 476, 679, 433, 646, 152, 332, 539, 391, 680, 0
