11
0, 798, 680, 718, 640, 182, 608, 692, 288, 345, 747
798, 0, 972, 766, 1255, 735, 229, 561, 606, 858, 105
680, 972, 0, 262, 446, 510, 753, 449, 867, 1022, 870
718, 766, 262, 0, 690, 536, 568, 208, 820, 1028, 661
640, 1255, 446, 690, 0, 563, 1026, 835, 917, 957, 1167
182, 735, 510, 536, 563, 0, 519, 524, 375, 513, 665
608, 229, 753, 568, 1026, 519, 0, 377, 480, 742, 145
692, 561, 449, 208, 835, 524, 377, 0, 718, 956, 456
288, 606, 867, 820, 917, 375, 480, 718, 0, 262, 588
345, 858, 1022, 1028, 957, 513, 742, 956, 262, 0, 849
747, 105, 870, 661, 1167, 665, 145, 456, 588, 849, 0
