12
0, 315, 684, 590, 587, 641, 563, 494, 138, 256, 465, 488
315, 0, 369, 317, 401, 343, 362, 808, 258, 517, 154, 501
684, 369, 0, 209, 401, 213, 365, 1173, 602, 879, 238, 753
590, 317, 209, 0, 193, 374, 156, 1053, 478, 822, 271, 797
587, 401, 401, 193, 0, 559, 42, 994, 453, 840, 422, 902
641, 343, 213, 374, 559, 0, 518, 1133, 601, 785, 193, 578
563, 362, 365, 156, 42, 518, 0, 984, 432, 814, 379, 863
494, 808, 1173, 1053, 994, 1133, 984, 0, 576, 417, 959, 817
138, 258, 602, 478, 453, 601, 432, 576, 0, 395, 411, 582
256, 517, 879, 822, 840, 785, 814, 417, 395, 0, 643, 401
465, 154, 238, 271, 422, 193, 379, 959, 411, 643, 0, 535
488, 501, 753, 797, 902, 578, 863, 817, 582, 401, 535, 0
