12
0, 725, 258, 331, 541, 413, 83, 920, 140, 96, 165, 933
725, 0, 977, 398, 676, 641, 803, 212, 623, 817, 650, 225
258, 977, 0, 588, 741, 620, 175, 1165, 358, 186, 397, 1178
331, 398, 588, 0, 450, 351, 412, 601, 255, 420, 259, 614
541, 676, 741, 450, 0, 128, 606, 880, 587, 564, 377, 892
413, 641, 620, 351, 128, 0, 480, 852, 461, 439, 249, 865
83, 803, 175, 412, 606, 480, 0, 995, 195, 63, 238, 1008
920, 212, 1165, 601, 880, 852, 995, 0, 807, 1014, 857, 13
140, 623, 358, 255, 587, 461, 195, 807, 0, 233, 228, 820
96, 817, 186, 420, 564, 439, 63, 1014, 233, 0, 210, 1027
165, 650, 397, 259, 377, 249, 238, 857, 228, 210, 0, 870
933, 225, 1178, 614, 892, 865, 1008, 13, 820, 1027, 870, 0
