14
0, 90, 656, 390, 739, 958, 773, 931, 469, 360, 457, 985, 912, 797
90, 0, 596, 338, 763, 966, 698, 878, 398, 370, 375, 952, 938, 721
656, 596, 0, 266, 664, 688, 203, 285, 213, 465, 295, 430, 788, 222
390, 338, 266, 0, 595, 721, 413, 541, 129, 259, 202, 621, 755, 437
739, 763, 664, 595, 0, 269, 867, 742, 705, 396, 795, 591, 174, 884
958, 966, 688, 721, 269, 0, 871, 654, 801, 598, 901, 438, 196, 882
773, 698, 203, 413, 867, 871, 0, 319, 305, 650, 330, 543, 985, 24
931, 878, 285, 541, 742, 654, 319, 0, 497, 685, 572, 247, 811, 314
469, 398, 213, 129, 705, 801, 305, 497, 0, 389, 100, 627, 857, 329
360, 370, 465, 259, 396, 598, 650, 685, 389, 0, 455, 671, 570, 672
457, 375, 295, 202, 795, 901, 330, 572, 100, 455, 0, 720, 951, 353
985, 952, 430, 621, 591, 438, 543, 247, 627, 671, 720, 0, 617, 544
912, 938, 788, 755, 174, 196, 985, 811, 857, 570, 951, 617, 0, 999
797, 721, 222, 437, 884, 882, 24, 314, 329, 672, 353, 544, 999, 0
