14
0, 602, 494, 554, 684, 546, 742, 771, 543, 377, 245, 170, 132, 77
602, 0, 666, 203, 771, 1060, 392, 179, 59, 869, 365, 592, 735, 533
494, 666, 0, 767, 190, 525, 503, 750, 632, 379, 537, 324, 542, 512
554, 203, 767, 0, 904, 1073, 588, 356, 181, 886, 312, 603, 682, 477
684, 771, 190, 904, 0, 636, 510, 818, 749, 529, 709, 514, 729, 700
546, 1060, 525, 1073, 636, 0, 1014, 1194, 1008, 190, 764, 472, 460, 620
742, 392, 503, 588, 510, 1014, 0, 347, 408, 843, 591, 637, 856, 703
771, 179, 750, 356, 818, 1194, 347, 0, 237, 1006, 541, 740, 902, 705
543, 59, 632, 181, 749, 1008, 408, 237, 0, 818, 306, 538, 676, 474
377, 869, 379, 886, 529, 190, 843, 1006, 818, 0, 579, 283, 319, 445
245, 365, 537, 312, 709, 764, 591, 541, 306, 579, 0, 301, 377, 171
170, 592, 324, 603, 514, 472, 637, 740, 538, 283, 301, 0, 233, 203
132, 735, 542, 682, 729, 460, 856, 902, 676, 319, 377, 233, 0, 206
77, 533, 512, 477, 700, 620, 703, 705, 474, 445, 171, 203, 206, 0
