12
0, 439, 404, 250, 610, 551, 472, 390, 325, 430, 347, 280
439, 0, 782, 688, 175, 129, 426, 284, 258, 695, 474, 687
404, 782, 0, 252, 928, 861, 566, 591, 561, 214, 728, 134
250, 688, 252, 0, 856, 794, 625, 589, 535, 400, 504, 130
610, 175, 928, 856, 0, 68, 483, 367, 372, 814, 634, 844
551, 129, 861, 794, 68, 0, 421, 300, 304, 746, 603, 779
472, 426, 566, 625, 483, 421, 0, 145, 200, 386, 741, 545
390, 284, 591, 589, 367, 300, 145, 0, 69, 451, 614, 536
325, 258, 561, 535, 372, 304, 200, 69, 0, 443, 547, 493
430, 695, 214, 400, 814, 746, 386, 451, 443, 0, 777, 273
347, 474, 728, 504, 634, 603, 741, 614, 547, 777, 0, 594
280, 687, 134, 130, 844, 779, 545, 536, 493, 273, 594, 0
