11
0, 780, 270, 771, 697, 788, 544, 389, 755, 752, 1041
780, 0, 762, 59, 354, 306, 623, 544, 303, 94, 262
270, 762, 0, 775, 804, 871, 316, 565, 841, 705, 1018
771, 59, 775, 0, 298, 247, 657, 510, 244, 148, 274
697, 354, 804, 298, 0, 107, 803, 330, 79, 424, 513
788, 306, 871, 247, 107, 0, 834, 433, 32, 391, 420
544, 623, 316, 657, 803, 834, 0, 685, 811, 539, 842
389, 544, 565, 510, 330, 433, 685, 0, 401, 564, 779
755, 303, 841, 244, 79, 32, 811, 401, 0, 384, 437
752, 94, 705, 148, 424, 391, 539, 564, 384, 0, 314
1041, 262, 1018, 274, 513, 420, 842, 779, 437, 314, 0
