11
0, 207, 454, 258, 579, 495, 499, 906, 114, 369, 311
207, 0, 660, 105, 451, 555, 694, 1026, 237, 456, 486
454, 660, 0, 704, 980, 674, 148, 827, 478, 560, 333
258, 105, 704, 0, 348, 484, 757, 973, 238, 403, 482
579, 451, 980, 348, 0, 479, 1062, 962, 509, 493, 683
495, 555, 674, 484, 479, 0, 802, 502, 382, 132, 342
499, 694, 148, 757, 1062, 802, 0, 976, 553, 680, 460
906, 1026, 827, 973, 962, 502, 976, 0, 809, 571, 618
114, 237, 478, 238, 509, 382, 553, 809, 0, 257, 250
369, 456, 560, 403, 493, 132, 680, 571, 257, 0, 227
311, 486, 333, 482, 683, 342, 460, 618, 250, 227, 0
