25
0, 332, 951, 248, 485, 71, 731, 386, 512, 1011, 402, 1032, 859, 987, 696, 580, 929, 964, 484, 742, 585, 85, 910, 333, 709
332, 0, 788, 428, 609, 378, 579, 61, 180, 809, 155, 895, 564, 785, 470, 308, 992, 971, 152, 507, 599, 417, 619, 516, 649
951, 788, 0, 785, 681, 934, 220, 743, 753, 130, 633, 122, 473, 125, 337, 512, 634, 491, 772, 318, 484, 996, 458, 780, 316
248, 428, 785, 0, 236, 191, 575, 456, 586, 868, 402, 846, 817, 846, 602, 547, 680, 723, 567, 649, 356, 245, 861, 93, 503
485, 609, 681, 236, 0, 425, 508, 619, 735, 789, 529, 712, 851, 770, 606, 619, 446, 504, 725, 648, 196, 473, 884, 160, 366
71, 378, 934, 191, 425, 0, 715, 428, 557, 1002, 425, 1008, 878, 979, 700, 599, 871, 914, 531, 747, 541, 62, 929, 268, 676
731, 579, 220, 575, 508, 715, 0, 539, 571, 293, 424, 316, 413, 271, 184, 334, 602, 502, 585, 199, 324, 778, 426, 582, 193
386, 61, 743, 456, 619, 428, 539, 0, 132, 757, 119, 852, 502, 733, 418, 251, 983, 952, 110, 453, 590, 470, 558, 540, 624
512, 180, 753, 586, 735, 557, 571, 132, 0, 745, 207, 871, 431, 722, 417, 242, 1072, 1026, 32, 441, 683, 597, 487, 667, 690
1011, 809, 130, 868, 789, 1002, 293, 757, 745, 0, 659, 216, 400, 24, 339, 511, 764, 620, 768, 305, 595, 1064, 373, 874, 432
402, 155, 633, 402, 529, 425, 424, 119, 207, 659, 0, 739, 456, 634, 321, 179, 871, 835, 202, 362, 479, 478, 508, 474, 505
1032, 895, 122, 846, 712, 1008, 316, 852, 871, 216, 739, 0, 593, 222, 455, 629, 582, 427, 888, 440, 517, 1070, 575, 829, 349
859, 564, 473, 817, 851, 878, 413, 502, 431, 400, 456, 593, 0, 384, 250, 279, 1016, 909, 462, 217, 703, 933, 55, 864, 605
987, 785, 125, 846, 770, 979, 271, 733, 722, 24, 634, 222, 384, 0, 315, 487, 758, 616, 745, 282, 577, 1041, 359, 854, 417
696, 470, 337, 602, 606, 700, 184, 418, 417, 339, 321, 455, 250, 315, 0, 175, 778, 686, 436, 47, 452, 760, 278, 636, 364
580, 308, 512, 547, 619, 599, 334, 251, 242, 511, 179, 629, 279, 487, 175, 0, 882, 813, 261, 205, 512, 654, 330, 604, 477
929, 992, 634, 680, 446, 871, 602, 983, 1072, 764, 871, 582, 1016, 758, 778, 882, 0, 163, 1072, 800, 393, 919, 1026, 605, 414
964, 971, 491, 723, 504, 914, 502, 952, 1026, 620, 835, 427, 909, 616, 686, 813, 163, 0, 1030, 700, 385, 968, 912, 662, 337
484, 152, 772, 567, 725, 531, 585, 110, 32, 768, 202, 888, 462, 745, 436, 261, 1072, 1030, 0, 463, 681, 569, 518, 650, 696
742, 507, 318, 649, 648, 747, 199, 453, 441, 305, 362, 440, 217, 282, 47, 205, 800, 700, 463, 0, 488, 806, 239, 682, 387
585, 599, 484, 356, 196, 541, 324, 590, 683, 595, 479, 517, 703, 577, 452, 512, 393, 385, 681, 488, 0, 599, 728, 318, 169
85, 417, 996, 245, 473, 62, 778, 470, 597, 1064, 478, 1070, 933, 1041, 760, 654, 919, 968, 569, 806, 599, 0, 984, 314, 737
910, 619, 458, 861, 884, 929, 426, 558, 487, 373, 508, 575, 55, 359, 278, 330, 1026, 912, 518, 239, 728, 984, 0, 905, 620
333, 516, 780, 93, 160, 268, 582, 540, 667, 874, 474, 829, 864, 854, 636, 604, 605, 662, 650, 682, 318, 314, 905, 0, 480
709, 649, 316, 503, 366, 676, 193, 624, 690, 432, 505, 349, 605, 417, 364, 477, 414, 337, 696, 387, 169, 737, 620, 480, 0
