13
0, 941, 303, 744, 432, 670, 827, 835, 739, 684, 496, 769, 474
941, 0, 1000, 839, 674, 284, 145, 122, 611, 390, 484, 554, 705
303, 1000, 0, 520, 341, 716, 863, 919, 971, 653, 515, 986, 340
744, 839, 520, 0, 357, 624, 699, 821, 1127, 460, 502, 1110, 295
432, 674, 341, 357, 0, 396, 532, 608, 796, 312, 205, 790, 64
670, 284, 716, 624, 396, 0, 157, 212, 563, 175, 200, 527, 435
827, 145, 863, 699, 532, 157, 0, 142, 622, 245, 351, 574, 561
835, 122, 919, 821, 608, 212, 142, 0, 502, 361, 407, 448, 648
739, 611, 971, 1127, 796, 563, 622, 502, 0, 730, 625, 65, 858
684, 390, 653, 460, 312, 175, 245, 361, 730, 0, 194, 699, 328
496, 484, 515, 502, 205, 200, 351, 407, 625, 194, 0, 609, 255
769, 554, 986, 1110, 790, 527, 574, 448, 65, 699, 609, 0, 851
474, 705, 340, 295, 64, 435, 561, 648, 858, 328, 255, 851, 0
