12
0, 701, 671, 820, 824, 234, 881, 820, 452, 982, 1123, 828
701, 0, 481, 449, 299, 485, 844, 201, 249, 305, 692, 129
671, 481, 0, 179, 304, 589, 363, 397, 455, 555, 457, 525
820, 449, 179, 0, 179, 700, 445, 297, 516, 421, 306, 447
824, 299, 304, 179, 0, 660, 621, 120, 440, 252, 394, 273
234, 485, 589, 700, 660, 0, 879, 631, 238, 781, 1006, 614
881, 844, 363, 445, 621, 879, 0, 734, 800, 867, 526, 876
820, 201, 397, 297, 120, 631, 734, 0, 395, 174, 498, 152
452, 249, 455, 516, 440, 238, 800, 395, 0, 542, 812, 377
982, 305, 555, 421, 252, 781, 867, 174, 542, 0, 525, 185
1123, 692, 457, 306, 394, 1006, 526, 498, 812, 525, 0, 641
828, 129, 525, 447, 273, 614, 876, 152, 377, 185, 641, 0
