14
0, 214, 788, 345, 265, 450, 187, 313, 549, 194, 118, 435, 374, 368
214, 0, 629, 499, 472, 647, 152, 163, 488, 321, 332, 596, 202, 534
788, 629, 0, 852, 1047, 1064, 779, 479, 381, 945, 878, 922, 427, 897
345, 499, 852, 0, 381, 213, 530, 489, 494, 495, 279, 96, 549, 45
265, 472, 1047, 381, 0, 340, 384, 577, 768, 223, 170, 431, 639, 373
450, 647, 1064, 213, 340, 0, 632, 674, 707, 532, 341, 172, 738, 169
187, 152, 779, 530, 384, 632, 0, 315, 628, 189, 291, 622, 354, 555
313, 163, 479, 489, 577, 674, 315, 0, 335, 467, 415, 582, 64, 531
549, 488, 381, 494, 768, 707, 628, 335, 0, 738, 600, 553, 337, 538
194, 321, 945, 495, 223, 532, 189, 467, 738, 0, 216, 573, 518, 506
118, 332, 878, 279, 170, 341, 291, 415, 600, 216, 0, 358, 478, 290
435, 596, 922, 96, 431, 172, 622, 582, 553, 573, 358, 0, 641, 67
374, 202, 427, 549, 639, 738, 354, 64, 337, 518, 478, 641, 0, 592
368, 534, 897, 45, 373, 169, 555, 531, 538, 506, 290, 67, 592, 0
