15
0, 435, 425, 486, 526, 822, 972, 865, 343, 409, 713, 795, 931, 752, 425
435, 0, 458, 114, 352, 389, 585, 436, 122, 390, 524, 514, 513, 411, 393
425, 458, 0, 399, 762, 708, 1027, 732, 347, 70, 954, 463, 926, 870, 731
486, 114, 399, 0, 464, 347, 628, 386, 143, 329, 629, 400, 530, 486, 506
526, 352, 762, 464, 0, 596, 514, 647, 424, 703, 195, 858, 541, 279, 146
822, 389, 708, 347, 596, 0, 423, 51, 483, 642, 677, 442, 275, 429, 705
972, 585, 1027, 628, 514, 423, 0, 447, 708, 957, 457, 861, 153, 235, 660
865, 436, 732, 386, 647, 51, 447, 0, 525, 667, 724, 433, 295, 474, 756
343, 122, 347, 143, 424, 483, 708, 525, 0, 282, 612, 503, 632, 529, 425
409, 390, 70, 329, 703, 642, 957, 667, 282, 0, 893, 426, 857, 801, 680
713, 524, 954, 629, 195, 677, 457, 724, 612, 893, 0, 1006, 537, 263, 297
795, 514, 463, 400, 858, 442, 861, 433, 503, 426, 1006, 0, 717, 809, 906
931, 513, 926, 530, 541, 275, 153, 295, 632, 857, 537, 717, 0, 278, 681
752, 411, 870, 486, 279, 429, 235, 474, 529, 801, 263, 809, 278, 0, 425
425, 393, 731, 506, 146, 705, 660, 756, 425, 680, 297, 906, 681, 425, 0
