12
0, 303, 250, 65, 612, 409, 378, 659, 878, 331, 404, 451
303, 0, 511, 355, 790, 249, 681, 766, 880, 630, 701, 423
250, 511, 0, 185, 739, 658, 295, 834, 1093, 296, 219, 693
65, 355, 185, 0, 633, 474, 336, 696, 929, 297, 346, 511
612, 790, 739, 633, 0, 660, 530, 185, 508, 481, 687, 473
409, 249, 658, 474, 660, 0, 733, 586, 644, 669, 802, 209
378, 681, 295, 336, 530, 733, 0, 673, 978, 67, 157, 678
659, 766, 834, 696, 185, 586, 673, 0, 324, 615, 823, 379
878, 880, 1093, 929, 508, 644, 978, 324, 0, 915, 1120, 459
331, 630, 296, 297, 481, 669, 67, 615, 915, 0, 208, 611
404, 701, 219, 346, 687, 802, 157, 823, 1120, 208, 0, 784
451, 423, 693, 511, 473, 209, 678, 379, 459, 611, 784, 0
