12
0, 775, 631, 381, 222, 471, 699, 672, 328, 1006, 629, 609
775, 0, 559, 408, 682, 613, 380, 549, 833, 277, 178, 172
631, 559, 0, 529, 416, 173, 809, 44, 450, 830, 400, 518
381, 408, 529, 0, 366, 455, 357, 552, 543, 625, 300, 236
222, 682, 416, 366, 0, 250, 723, 459, 177, 944, 512, 540
471, 613, 173, 455, 250, 0, 784, 217, 282, 890, 436, 523
699, 380, 809, 357, 723, 784, 0, 818, 900, 416, 435, 300
672, 549, 44, 552, 459, 217, 818, 0, 495, 815, 398, 522
328, 833, 450, 543, 177, 282, 900, 495, 0, 1102, 657, 704
1006, 277, 830, 625, 944, 890, 416, 815, 1102, 0, 454, 405
629, 178, 400, 300, 512, 436, 435, 398, 657, 454, 0, 135
609, 172, 518, 236, 540, 523, 300, 522, 704, 405, 135, 0
