13
0, 794, 840, 393, 929, 599, 670, 749, 666, 201, 64, 246, 795
794, 0, 75, 653, 136, 420, 182, 44, 351, 593, 729, 559, 73
840, 75, 0, 722, 122, 411, 189, 108, 333, 642, 776, 613, 141
393, 653, 722, 0, 764, 695, 621, 614, 719, 307, 360, 257, 618
929, 136, 122, 764, 0, 533, 306, 180, 455, 728, 864, 692, 146
599, 420, 411, 695, 533, 0, 239, 393, 89, 451, 545, 465, 475
670, 182, 189, 621, 306, 239, 0, 153, 180, 479, 607, 460, 236
749, 44, 108, 614, 180, 393, 153, 0, 330, 549, 685, 515, 83
666, 351, 333, 719, 455, 89, 180, 330, 0, 503, 609, 507, 413
201, 593, 642, 307, 728, 451, 479, 549, 503, 0, 137, 62, 594
64, 729, 776, 360, 864, 545, 607, 685, 609, 137, 0, 185, 731
246, 559, 613, 257, 692, 465, 460, 515, 507, 62, 185, 0, 553
795, 73, 141, 618, 146, 475, 236, 83, 413, 594, 731, 553, 0
