11
0, 235, 374, 186, 352, 457, 411, 250, 460, 194, 300
235, 0, 569, 90, 265, 652, 579, 430, 256, 342, 498
374, 569, 0, 551, 726, 565, 594, 479, 707, 231, 464
186, 90, 551, 0, 207, 567, 490, 345, 346, 339, 416
352, 265, 726, 207, 0, 574, 473, 379, 476, 534, 455
457, 652, 565, 567, 574, 0, 110, 221, 903, 570, 157
411, 579, 594, 490, 473, 110, 0, 161, 835, 555, 133
250, 430, 479, 345, 379, 221, 161, 0, 682, 402, 76
460, 256, 707, 346, 476, 903, 835, 682, 0, 481, 747
194, 342, 231, 339, 534, 570, 555, 402, 481, 0, 426
300, 498, 464, 416, 455, 157, 133, 76, 747, 426, 0
