20
0, 650, 303, 308, 785, 290, 510, 357, 243, 72, 711, 449, 90, 613, 535, 603, 239, 229, 271, 108
650, 0, 912, 671, 439, 504, 238, 488, 631, 579, 119, 394, 644, 451, 154, 147, 412, 462, 386, 615
303, 912, 0, 319, 931, 439, 804, 490, 517, 368, 949, 753, 272, 737, 818, 889, 520, 450, 559, 400
308, 671, 319, 0, 614, 168, 639, 192, 538, 315, 680, 650, 218, 419, 619, 693, 369, 246, 412, 403
785, 439, 931, 614, 0, 508, 631, 446, 893, 734, 335, 764, 727, 196, 545, 576, 613, 558, 619, 811
290, 504, 439, 168, 508, 0, 479, 67, 468, 257, 519, 511, 221, 326, 453, 526, 234, 106, 272, 348
510, 238, 804, 639, 631, 479, 0, 496, 422, 439, 353, 156, 535, 577, 88, 112, 287, 394, 246, 443
357, 488, 490, 192, 446, 67, 496, 0, 529, 323, 489, 546, 287, 260, 459, 529, 280, 160, 313, 413
243, 631, 517, 538, 893, 468, 422, 529, 0, 223, 724, 298, 328, 753, 484, 533, 280, 369, 276, 136
72, 579, 368, 315, 734, 257, 439, 323, 223, 0, 642, 387, 115, 569, 463, 531, 167, 176, 199, 92
711, 119, 949, 680, 335, 519, 353, 489, 724, 642, 0, 507, 690, 388, 265, 266, 479, 501, 462, 691
449, 394, 753, 650, 764, 511, 156, 546, 298, 387, 507, 0, 499, 683, 241, 264, 281, 409, 239, 359
90, 644, 272, 218, 727, 221, 535, 287, 328, 115, 690, 499, 0, 547, 546, 617, 249, 189, 289, 191
613, 451, 737, 419, 196, 326, 577, 260, 753, 569, 388, 683, 547, 0, 505, 557, 476, 394, 493, 654
535, 154, 818, 619, 545, 453, 88, 459, 484, 463, 265, 241, 546, 505, 0, 73, 299, 383, 264, 484
603, 147, 889, 693, 576, 526, 112, 529, 533, 531, 266, 264, 617, 557, 73, 0, 369, 457, 332, 546
239, 412, 520, 369, 613, 234, 287, 280, 280, 167, 479, 281, 249, 476, 299, 369, 0, 129, 43, 212
229, 462, 450, 246, 558, 106, 394, 160, 369, 176, 501, 409, 189, 394, 383, 457, 129, 0, 169, 261
271, 386, 559, 412, 619, 272, 246, 313, 276, 199, 462, 239, 289, 493, 264, 332, 43, 169, 0, 229
108, 615, 400, 403, 811, 348, 443, 413, 136, 92, 691, 359, 191, 654, 484, 546, 212, 261, 229, 0
