20
0, 953, 581, 957, 319, 659, 719, 598, 737, 594, 872, 274, 806, 489, 460, 461, 637, 406, 574, 656
953, 0, 648, 518, 640, 330, 331, 355, 398, 389, 129, 989, 286, 575, 494, 642, 441, 581, 388, 792
581, 648, 0, 399, 352, 337, 642, 433, 264, 306, 650, 789, 377, 624, 354, 129, 653, 265, 473, 163
957, 518, 399, 0, 670, 410, 713, 558, 253, 447, 600, 1124, 279, 833, 587, 499, 782, 570, 617, 445
319, 640, 352, 670, 0, 339, 455, 291, 431, 275, 573, 454, 489, 313, 146, 225, 407, 100, 283, 487
659, 330, 337, 410, 339, 0, 330, 148, 165, 65, 313, 759, 160, 423, 209, 312, 378, 261, 207, 496
719, 331, 642, 713, 455, 330, 0, 209, 489, 338, 205, 692, 434, 264, 329, 572, 112, 447, 180, 806
598, 355, 433, 558, 291, 148, 209, 0, 312, 133, 282, 650, 296, 280, 146, 365, 234, 254, 59, 597
737, 398, 264, 253, 431, 165, 489, 312, 0, 194, 429, 879, 115, 581, 335, 306, 543, 333, 370, 395
594, 389, 306, 447, 275, 65, 338, 133, 194, 0, 357, 701, 218, 387, 149, 261, 366, 196, 185, 469
872, 129, 650, 600, 573, 313, 205, 282, 429, 357, 0, 883, 335, 460, 428, 619, 317, 530, 298, 806
274, 989, 789, 1124, 454, 759, 692, 650, 879, 701, 883, 0, 919, 428, 551, 661, 586, 555, 605, 894
806, 286, 377, 279, 489, 160, 434, 296, 115, 218, 335, 919, 0, 576, 367, 405, 507, 400, 354, 510
489, 575, 624, 833, 313, 423, 264, 280, 581, 387, 460, 428, 576, 0, 272, 513, 159, 365, 221, 778
460, 494, 354, 587, 146, 209, 329, 146, 335, 149, 428, 551, 367, 272, 0, 255, 309, 118, 149, 513
461, 642, 129, 499, 225, 312, 572, 365, 306, 261, 619, 661, 405, 513, 255, 0, 564, 147, 393, 266
637, 441, 653, 782, 407, 378, 112, 234, 543, 366, 317, 586, 507, 159, 309, 564, 0, 425, 182, 816
406, 581, 265, 570, 100, 261, 447, 254, 333, 196, 530, 555, 400, 365, 118, 147, 425, 0, 266, 413
574, 388, 473, 617, 283, 207, 180, 59, 370, 185, 298, 605, 354, 221, 149, 393, 182, 266, 0, 637
656, 792, 163, 445, 487, 496, 806, 597, 395, 469, 806, 894, 510, 778, 513, 266, 816, 413, 637, 0
