15
0, 375, 876, 698, 299, 764, 1127, 1261, 834, 1170, 230, 773, 842, 710, 525
375, 0, 708, 529, 101, 435, 802, 910, 647, 862, 171, 404, 552, 363, 151
876, 708, 0, 184, 789, 978, 525, 727, 69, 491, 698, 628, 318, 891, 667
698, 529, 184, 0, 607, 835, 560, 752, 136, 559, 514, 518, 278, 747, 504
299, 101, 789, 607, 0, 470, 903, 1010, 731, 964, 150, 500, 652, 411, 245
764, 435, 978, 835, 470, 0, 811, 818, 909, 902, 602, 381, 703, 88, 351
1127, 802, 525, 560, 903, 811, 0, 202, 487, 99, 899, 451, 300, 746, 672
1261, 910, 727, 752, 1010, 818, 202, 0, 688, 264, 1031, 517, 479, 772, 766
834, 647, 69, 136, 731, 909, 487, 688, 0, 465, 646, 560, 255, 822, 600
1170, 862, 491, 559, 964, 902, 99, 264, 465, 0, 946, 535, 328, 835, 741
230, 171, 698, 514, 150, 602, 899, 1031, 646, 946, 0, 548, 620, 533, 310
773, 404, 628, 518, 500, 381, 451, 517, 560, 535, 548, 0, 329, 304, 254
842, 552, 318, 278, 652, 703, 300, 479, 255, 328, 620, 329, 0, 621, 453
710, 363, 891, 747, 411, 88, 746, 772, 822, 835, 533, 304, 621, 0, 265
525, 151, 667, 504, 245, 351, 672, 766, 600, 741, 310, 254, 453, 265, 0
