13
0, 382, 46, 401, 723, 255, 152, 900, 906, 213, 438, 795, 67
382, 0, 343, 519, 419, 152, 283, 1055, 834, 414, 67, 872, 425
46, 343, 0, 423, 700, 225, 144, 934, 914, 236, 402, 819, 112
401, 519, 423, 0, 599, 385, 308, 541, 532, 188, 527, 396, 354
723, 419, 700, 599, 0, 475, 575, 1012, 583, 629, 354, 778, 736
255, 152, 225, 385, 475, 0, 132, 926, 774, 262, 192, 760, 285
152, 283, 144, 308, 575, 132, 0, 842, 773, 145, 325, 703, 161
900, 1055, 934, 541, 1012, 926, 842, 0, 561, 704, 1054, 242, 838
906, 834, 914, 532, 583, 774, 773, 561, 0, 704, 797, 335, 872
213, 414, 236, 188, 629, 262, 145, 704, 704, 0, 444, 583, 169
438, 67, 402, 527, 354, 192, 325, 1054, 797, 444, 0, 860, 475
795, 872, 819, 396, 778, 760, 703, 242, 335, 583, 860, 0, 742
67, 425, 112, 354, 736, 285, 161, 838, 872, 169, 475, 742, 0
