13
0, 816, 484, 243, 652, 432, 344, 370, 602, 510, 500, 555, 782
816, 0, 1080, 594, 596, 716, 787, 619, 835, 308, 424, 608, 608
484, 1080, 0, 668, 615, 379, 828, 836, 382, 830, 659, 535, 725
243, 594, 668, 0, 601, 465, 274, 182, 653, 287, 376, 520, 716
652, 596, 615, 601, 0, 260, 874, 763, 266, 504, 255, 99, 130
432, 716, 379, 465, 260, 0, 715, 647, 188, 507, 292, 166, 387
344, 787, 828, 274, 874, 715, 0, 168, 901, 507, 648, 790, 990
370, 619, 836, 182, 763, 647, 168, 0, 835, 346, 520, 689, 869
602, 835, 382, 653, 266, 188, 901, 835, 0, 670, 429, 227, 353
510, 308, 830, 287, 504, 507, 507, 346, 670, 0, 252, 464, 581
500, 424, 659, 376, 255, 292, 648, 520, 429, 252, 0, 213, 350
555, 608, 535, 520, 99, 166, 790, 689, 227, 464, 213, 0, 230
782, 608, 725, 716, 130, 387, 990, 869, 353, 581, 350, 230, 0
