12
0, 532, 727, 840, 876, 643, 288, 680, 466, 891, 180, 715
532, 0, 200, 641, 420, 147, 436, 163, 82, 561, 669, 366
727, 200, 0, 613, 268, 102, 631, 53, 261, 474, 852, 317
840, 641, 613, 0, 435, 543, 955, 579, 600, 207, 839, 296
876, 420, 268, 435, 0, 273, 851, 270, 441, 246, 961, 205
643, 147, 102, 543, 273, 0, 580, 50, 181, 432, 759, 250
288, 436, 631, 955, 851, 580, 0, 599, 410, 943, 467, 746
680, 163, 53, 579, 270, 50, 599, 0, 214, 454, 802, 283
466, 82, 261, 600, 441, 181, 410, 214, 0, 546, 594, 347
891, 561, 474, 207, 246, 432, 943, 454, 546, 0, 930, 198
180, 669, 852, 839, 961, 759, 467, 802, 594, 930, 0, 778
715, 366, 317, 296, 205, 250, 746, 283, 347, 198, 778, 0
