13
0, 272, 567, 692, 643, 46, 717, 703, 246, 387, 875, 378, 502
272, 0, 476, 459, 618, 240, 454, 488, 426, 225, 633, 346, 320
567, 476, 0, 365, 1094, 523, 505, 883, 467, 254, 954, 194, 209
692, 459, 365, 0, 1004, 648, 157, 650, 717, 317, 658, 451, 217
643, 618, 1094, 1004, 0, 664, 918, 484, 889, 843, 670, 947, 929
46, 240, 523, 648, 664, 0, 677, 691, 232, 341, 857, 335, 456
717, 454, 505, 157, 918, 677, 0, 519, 792, 389, 504, 553, 322
703, 488, 883, 650, 484, 691, 519, 0, 908, 646, 201, 812, 676
246, 426, 467, 717, 889, 232, 792, 908, 0, 405, 1060, 285, 500
387, 225, 254, 317, 843, 341, 389, 646, 405, 0, 744, 179, 115
875, 633, 954, 658, 670, 857, 504, 201, 1060, 744, 0, 921, 745
378, 346, 194, 451, 947, 335, 553, 812, 285, 179, 921, 0, 235
502, 320, 209, 217, 929, 456, 322, 676, 500, 115, 745, 235, 0
