30
0, 282, 382, 681, 440, 343, 449, 274, 438, 506, 485, 466, 331, 383, 349, 769, 630, 424, 445, 555, 473, 518, 523, 239, 243, 415, 213, 540, 594, 75
282, 0, 644, 900, 716, 368, 517, 545, 560, 777, 700, 639, 559, 259, 628, 1006, 911, 698, 607, 833, 708, 694, 786, 116, 514, 681, 366, 758, 861, 316
382, 644, 0, 337, 114, 676, 727, 113, 668, 386, 558, 277, 447, 622, 246, 397, 373, 316, 290, 223, 136, 650, 435, 621, 304, 363, 508, 586, 217, 399
681, 900, 337, 0, 382, 1003, 1063, 443, 1005, 669, 882, 283, 783, 788, 569, 133, 562, 621, 319, 394, 211, 980, 722, 908, 641, 676, 838, 901, 274, 716
440, 716, 114, 382, 0, 692, 719, 173, 648, 293, 501, 386, 416, 723, 193, 404, 258, 239, 402, 119, 219, 603, 346, 677, 294, 294, 523, 519, 168, 438
343, 368, 676, 1003, 692, 0, 150, 563, 213, 603, 421, 809, 337, 610, 523, 1073, 788, 552, 788, 783, 791, 372, 587, 252, 401, 507, 169, 476, 860, 289
449, 517, 727, 1063, 719, 150, 0, 619, 100, 567, 340, 899, 314, 754, 532, 1117, 765, 536, 883, 793, 853, 262, 540, 401, 427, 482, 239, 387, 886, 382
274, 545, 113, 443, 173, 563, 619, 0, 566, 359, 484, 322, 356, 556, 191, 510, 406, 277, 322, 292, 234, 566, 400, 513, 207, 308, 396, 519, 320, 286
438, 560, 668, 1005, 648, 213, 100, 566, 0, 474, 240, 864, 232, 778, 456, 1050, 673, 450, 851, 713, 799, 165, 443, 444, 363, 393, 227, 287, 812, 365
506, 777, 386, 669, 293, 603, 567, 359, 474, 0, 258, 661, 265, 874, 173, 665, 200, 86, 670, 290, 511, 369, 53, 697, 264, 99, 460, 252, 412, 460
485, 700, 558, 882, 501, 421, 340, 484, 240, 258, 0, 806, 154, 867, 313, 900, 456, 267, 803, 534, 695, 111, 216, 595, 288, 208, 335, 58, 649, 415
466, 639, 277, 283, 386, 809, 899, 322, 864, 661, 806, 0, 672, 505, 507, 411, 639, 587, 36, 472, 185, 884, 709, 666, 523, 626, 660, 842, 402, 521
331, 559, 447, 783, 416, 337, 314, 356, 232, 265, 154, 672, 0, 714, 224, 820, 455, 223, 667, 481, 583, 212, 252, 462, 149, 172, 206, 208, 580, 262
383, 259, 622, 788, 723, 610, 754, 556, 778, 874, 867, 505, 714, 0, 704, 912, 961, 788, 469, 841, 635, 888, 898, 363, 619, 789, 558, 923, 831, 452
349, 628, 246, 569, 193, 523, 532, 191, 456, 173, 313, 507, 224, 704, 0, 598, 285, 88, 511, 262, 381, 411, 210, 563, 126, 119, 359, 340, 356, 316
769, 1006, 397, 133, 404, 1073, 1117, 510, 1050, 665, 900, 411, 820, 912, 598, 0, 524, 633, 447, 375, 298, 1004, 718, 1003, 690, 691, 905, 911, 253, 794
630, 911, 373, 562, 258, 788, 765, 406, 673, 200, 456, 639, 455, 961, 285, 524, 0, 236, 658, 174, 461, 567, 241, 848, 409, 283, 633, 443, 288, 601
424, 698, 316, 621, 239, 552, 536, 277, 450, 86, 267, 587, 223, 788, 88, 633, 236, 0, 593, 269, 448, 373, 123, 624, 184, 59, 398, 280, 382, 382
445, 607, 290, 319, 402, 788, 883, 322, 851, 670, 803, 36, 667, 469, 511, 447, 658, 593, 0, 493, 212, 879, 716, 638, 518, 630, 644, 841, 429, 503
555, 833, 223, 394, 119, 783, 793, 292, 713, 290, 534, 472, 481, 841, 262, 375, 174, 269, 493, 0, 289, 643, 343, 789, 381, 329, 616, 540, 123, 546
473, 708, 136, 211, 219, 791, 853, 234, 799, 511, 695, 185, 583, 635, 381, 298, 461, 448, 212, 289, 0, 787, 562, 705, 437, 497, 627, 721, 218, 505
518, 694, 650, 980, 603, 372, 262, 566, 165, 369, 111, 884, 212, 888, 411, 1004, 567, 373, 879, 643, 787, 0, 326, 582, 361, 314, 332, 135, 755, 443
523, 786, 435, 722, 346, 587, 540, 400, 443, 53, 216, 709, 252, 898, 210, 718, 241, 123, 716, 343, 562, 326, 0, 701, 280, 108, 454, 204, 465, 471
239, 116, 621, 908, 677, 252, 401, 513, 444, 697, 595, 666, 462, 363, 563, 1003, 848, 624, 638, 789, 705, 582, 701, 0, 440, 599, 261, 654, 833, 247
243, 514, 304, 641, 294, 401, 427, 207, 363, 264, 288, 523, 149, 619, 126, 690, 409, 184, 518, 381, 437, 361, 280, 440, 0, 172, 235, 333, 462, 197
415, 681, 363, 676, 294, 507, 482, 308, 393, 99, 208, 626, 172, 789, 119, 691, 283, 59, 630, 329, 497, 314, 108, 599, 172, 0, 361, 225, 441, 364
213, 366, 508, 838, 523, 169, 239, 396, 227, 460, 335, 660, 206, 558, 359, 905, 633, 398, 644, 616, 627, 332, 454, 261, 235, 361, 0, 393, 691, 142
540, 758, 586, 901, 519, 476, 387, 519, 287, 252, 58, 842, 208, 923, 340, 911, 443, 280, 841, 540, 721, 135, 204, 654, 333, 225, 393, 0, 658, 471
594, 861, 217, 274, 168, 860, 886, 320, 812, 412, 649, 402, 580, 831, 356, 253, 288, 382, 429, 123, 218, 755, 465, 833, 462, 441, 691, 658, 0, 600
75, 316, 399, 716, 438, 289, 382, 286, 365, 460, 415, 521, 262, 452, 316, 794, 601, 382, 503, 546, 505, 443, 471, 247, 197, 364, 142, 471, 600, 0
